Customer ID,Customer Name,Customer_Segment,Sector,Country,Customer_Status,Annual_Speed,Length_Of_Sales_Cycle,Product_Name,Highest_Contract_Level,Compelling_Event,RFP,Sales_Engineer_Engaged,Services_Included,Customer_Meeting,License,Contacts,Opportunity_Value
1374,Avnet Electronics SA,Enterprise,Goods,North America,prior customer,Big,1 Year,CRM,C-Level,Yes,Yes,Yes,Yes,20,285,83,61000
1375,Brazil Technologies SA,Enterprise,Healthcare,India,prior customer,Small,1 Year,ERP,C-Level,Yes,No,Yes,Yes,23,268,113,74000
1376,EC Enterprises SA,Enterprise,Finserv,India,current customer,Big,6 Months,Security,C-Level,No,Yes,No,Yes,11,18,102,16000
1377,Microwell SA,SMB,Goods,France,prospect,Big,18 Months,Portal,Individual Contributor Level,No,Yes,No,No,26,87,153,31000
1378,Industrie Dynamique SA,Enterprise,Consumer Product,UK,prior customer,Big,1 Year,Analytics,C-Level,No,Yes,No,Yes,13,271,114,74000
1379,Abidon Corp SA,Enterprise,Retail,Brazil,prospect,Big,6 Months,Database,C-Level,No,Yes,Yes,Yes,7,71,122,45000
1380,Greentree Enterprise SA,SMB,Healthcare,Germany,prospect,Large,1 Year,Identity Server,Individual Contributor Level,Yes,No,No,Yes,3,93,153,13000
1381,Timco Corporation SA,SMB,Finserv,China,prior customer,Small,2 Years,Portal,Individual Contributor Level,No,Yes,No,No,8,58,44,13000
1382,Rawlings Group SA,Enterprise,Consumer Product,Russia,prior customer,Small,6 Months,Identity Server,Manager Level,Yes,Yes,Yes,No,24,124,146,41000
1383,Landstar Corp SA,Fortune500,Finserv,UK,current customer,Huge,1 Year,Web Server,C-Level,Yes,No,No,No,34,360,101,139000
1384,Tom Little SA,Enterprise,Construction,Italy,prior customer,Large,1 Year,Security,Individual Contributor Level,Yes,No,No,No,8,82,99,37000
1385,LORI WINTER SA,SMB,Construction,France,current customer,Huge,6 Months,ERP,Individual Contributor Level,Yes,Yes,Yes,Yes,20,148,117,16000
1386,MARIE WITENBURG SA,SMB,Construction,Russia,prospect,Medium,2 Years,Portal,Individual Contributor Level,Yes,Yes,No,Yes,5,42,146,40000
1387,MARIE ZDROK SA,Fortune500,Apparel,Germany,prospect,Small,1 Month,Database,Individual Contributor Level,No,No,Yes,No,2,81,40,18000
1388,LORI ZINNY SA,Enterprise,High tech,Russia,prior customer,Large,18 Months,Application Server,C-Level,No,Yes,No,No,14,205,85,62000
1389,JANET ZUSSIN SA,Enterprise,Goods,China,prior customer,Big,6 Months,Portal,Manager Level,Yes,Yes,Yes,No,21,228,130,76000
1390,JANE CASTILLO SA,Fortune500,Consumer Product,UK,current customer,Large,1 Year,Database,C-Level,Yes,Yes,Yes,Yes,30,467,90,171000
1391,JANE SANCHEZ SA,SMB,High tech,Italy,prospect,Huge,18 Months,Portal,Manager Level,Yes,Yes,Yes,Yes,5,125,46,41000
1392,P. Baker SA,SMB,High tech,Germany,current customer,Medium,2 Years,Analytics,C-Level,Yes,No,No,No,23,57,88,33000
1393,ALAN FAITH SA,SMB,Consumer Product,North America,current customer,Medium,2 Years,CRM,Individual Contributor Level,Yes,Yes,No,Yes,10,80,54,16000
1394,ALAN FARRAR SA,Enterprise,Apparel,North America,prior customer,Large,6 Months,Application Server,C-Level,Yes,Yes,No,Yes,11,226,42,37000
1395,JAMES FERENCY SA,SMB,Construction,UK,current customer,Small,1 Month,CRM,Individual Contributor Level,No,Yes,No,No,26,137,39,12000
1396,BILL FERNANCE SA,Fortune500,Finserv,India,current customer,Big,1 Year,Analytics,C-Level,No,No,No,Yes,46,573,39,133000
1397,BILL FERRARA SA,Fortune500,Manufacturing,Germany,current customer,Large,1 Year,Application Server,C-Level,No,No,No,No,48,402,111,151000
1398,ALAN FINER SA,Enterprise,Consumer Product,Japan,prior customer,Large,2 Years,ERP,C-Level,No,No,Yes,Yes,18,197,125,61000
1399,JAMES GRUPER SA,SMB,Goods,Russia,current customer,Medium,1 Month,Identity Server,Manager Level,Yes,No,No,No,3,76,79,25000
1400,JOHN GRÍNROS SA,Fortune500,Finserv,Germany,current customer,Large,1 Year,Identity Server,C-Level,Yes,No,Yes,No,29,361,49,157000
1401,ALAN GUETTEL SA,Enterprise,Construction,Brazil,current customer,Big,18 Months,Security,Individual Contributor Level,Yes,No,No,Yes,10,85,19,66000
1402,BEN GUIER SA,Enterprise,Finserv,Italy,current customer,Big,18 Months,Portal,Manager Level,Yes,No,No,Yes,27,191,24,70000
1403,ALAN GWARA SA,Fortune500,Construction,India,current customer,Big,1 Year,CRM,C-Level,No,No,Yes,No,24,156,179,160000
1404,Mark Miller SA,Fortune500,Goods,Germany,current customer,Big,1 Year,Identity Server,C-Level,No,No,Yes,No,28,176,98,146000
1405,Peter Hoffman SA,SMB,High tech,Russia,prospect,Medium,2 Years,Database,Individual Contributor Level,No,Yes,No,No,3,131,108,49000
1406,Scott Parker SA,SMB,Retail,Japan,prospect,Small,2 Years,Security,Individual Contributor Level,No,Yes,Yes,Yes,17,50,106,50000
1407,Tandra SA,SMB,Goods,Japan,prospect,Medium,6 Months,Portal,Individual Contributor Level,Yes,No,Yes,Yes,28,43,120,23000
1408,Pascal Roberts SA,Enterprise,Consumer Product,China,prior customer,Huge,6 Months,Portal,C-Level,No,Yes,No,No,25,104,40,53000
1409,Kim Possible Inc. - East SA,Fortune500,Finserv,North America,prior customer,Medium,1 Year,Web Server,Manager Level,Yes,Yes,Yes,No,6,54,153,48000
1410,Nelson Tax & Associates PLC,SMB,Retail,Germany,current customer,Large,1 Month,Database,Individual Contributor Level,No,No,Yes,No,3,40,109,30000
1411,Emma Bull PLC,SMB,Finserv,Brazil,current customer,Medium,1 Month,Web Server,Individual Contributor Level,Yes,Yes,No,No,30,113,90,24000
1412,John Evans PLC,Fortune500,Retail,UK,current customer,Large,1 Year,Application Server,C-Level,No,Yes,Yes,No,23,282,107,141000
1413,Roger Zahn PLC,Fortune500,Healthcare,Germany,current customer,Small,1 Year,Security,C-Level,Yes,Yes,Yes,Yes,22,543,185,166000
1414,Robert Jensen PLC,SMB,Construction,North America,prior customer,Medium,6 Months,ERP,Individual Contributor Level,No,Yes,Yes,No,26,64,114,44000
1415,Charles Scott PLC,SMB,Construction,UK,prospect,Large,6 Months,CRM,Individual Contributor Level,No,Yes,Yes,Yes,2,115,54,41000
1416,Joe Masson PLC,Enterprise,High tech,India,current customer,Medium,1 Year,Security,Individual Contributor Level,No,Yes,No,Yes,20,170,89,56000
1417,Tracy Collins PLC,Enterprise,High tech,North America,current customer,Large,6 Months,Identity Server,Manager Level,No,Yes,Yes,No,28,276,62,67000
1418,Alex Lynch PLC,SMB,Construction,Russia,prospect,Small,1 Month,Analytics,Individual Contributor Level,Yes,Yes,Yes,Yes,28,59,142,14000
1419,Steve Martin PLC,Enterprise,Construction,North America,prospect,Huge,6 Months,Web Server,Manager Level,Yes,Yes,Yes,Yes,26,169,104,49000
1420,Agnes Varda PLC,Enterprise,Retail,France,prior customer,Medium,2 Years,Web Server,C-Level,No,Yes,Yes,No,21,184,132,54000
1421,Albert Brooks PLC,SMB,Consumer Product,UK,prospect,Big,1 Year,Web Server,Individual Contributor Level,Yes,Yes,No,Yes,17,34,5,11000
1422,Edward Burns PLC,SMB,Goods,Italy,current customer,Medium,1 Month,Security,Individual Contributor Level,No,No,Yes,No,11,15,114,39000
1423,Peter King PLC,SMB,Construction,North America,current customer,Small,6 Months,ERP,C-Level,Yes,Yes,Yes,No,22,95,103,17000
1424,Janett Adams PLC,Fortune500,Healthcare,North America,current customer,Big,1 Year,Database,C-Level,Yes,No,No,No,48,573,189,134000
1425,David Lynch PLC,SMB,Apparel,Germany,prospect,Medium,1 Month,Web Server,Manager Level,Yes,Yes,Yes,Yes,19,62,105,39000
1426,Ronald Bey PLC,Fortune500,High tech,India,current customer,Small,1 Year,Identity Server,C-Level,Yes,No,Yes,Yes,27,469,189,144000
1427,Becker Berlin PLC,Fortune500,Construction,Russia,current customer,Large,1 Year,Application Server,C-Level,Yes,Yes,Yes,Yes,44,568,164,154000
1428,Lampen-Markt GmbH PLC,Fortune500,Manufacturing,France,current customer,Huge,1 Year,Database,C-Level,Yes,Yes,No,No,28,247,84,145000
1429,Omega Soft-Hardware Markt PLC,Fortune500,Finserv,India,current customer,Small,1 Year,Database,C-Level,No,Yes,No,Yes,36,537,109,178000
1430,Autohaus Franzl GmbH PLC,Fortune500,Manufacturing,Russia,current customer,Big,1 Year,Portal,C-Level,Yes,No,No,No,36,229,34,145000
1431,Institut fuer Umweltforschung PLC,SMB,Goods,Italy,prospect,Large,2 Years,Identity Server,Individual Contributor Level,Yes,Yes,Yes,No,6,82,26,46000
1432,Karsson High Tech Markt PLC,Fortune500,Manufacturing,North America,current customer,Huge,1 Year,Analytics,C-Level,No,No,Yes,Yes,27,257,55,144000
1433,ERL Freiburg PLC,Fortune500,Apparel,UK,current customer,Small,1 Year,Portal,C-Level,Yes,No,Yes,Yes,28,523,46,130000
1434,Hitech AG PLC,Enterprise,Healthcare,UK,prospect,Big,6 Months,Security,C-Level,Yes,Yes,No,Yes,7,148,120,58000
1435,CBD Computer Based Design PLC,Fortune500,Manufacturing,Russia,current customer,Large,1 Year,ERP,C-Level,No,Yes,Yes,Yes,42,234,114,166000
1436,Motomarkt Stuttgart GmbH PLC,Fortune500,Construction,North America,current customer,Huge,1 Year,Application Server,C-Level,No,Yes,Yes,No,47,293,170,163000
1437,Elektromarkt Bamby PLC,SMB,Apparel,North America,prospect,Huge,18 Months,Database,Manager Level,No,Yes,Yes,Yes,29,49,137,43000
1438,Computer Competence Center PLC,SMB,Manufacturing,France,current customer,Small,1 Month,Database,Manager Level,No,Yes,Yes,Yes,12,63,26,16000
1439,Minerva Energieversorgung GmbH PLC,SMB,Finserv,Japan,current customer,Small,1 Month,CRM,Individual Contributor Level,Yes,Yes,Yes,No,24,113,118,48000
1440,LCH Markt PLC,SMB,Healthcare,China,prospect,Huge,6 Months,Security,C-Level,No,No,Yes,No,22,128,68,16000
1441,Christal Clear PLC,Fortune500,Apparel,China,prior customer,Large,1 Year,Database,Individual Contributor Level,Yes,No,Yes,No,17,241,67,68000
1442,Becker Koeln PLC,SMB,Manufacturing,UK,prospect,Medium,2 Years,Identity Server,Individual Contributor Level,No,No,No,Yes,20,22,46,24000
1443,Becker Stuttgart PLC,SMB,Finserv,India,prior customer,Medium,1 Year,Application Server,Manager Level,Yes,Yes,No,Yes,17,116,25,52000
1444,Amadeus PLC,SMB,Retail,UK,prospect,Small,1 Month,CRM,Individual Contributor Level,No,Yes,No,No,8,42,133,43000
1445,Technik und Systeme GmbH PLC,SMB,Construction,UK,prospect,Big,18 Months,Web Server,Individual Contributor Level,No,Yes,No,No,12,44,54,24000
1446,A.I.T. GmbH PLC,Enterprise,Apparel,France,prior customer,Medium,6 Months,Portal,C-Level,No,Yes,Yes,No,24,226,22,52000
1447,PILAR am Neckar PLC,SMB,Manufacturing,France,prior customer,Big,6 Months,Database,C-Level,Yes,Yes,No,Yes,20,175,136,61000
1448,Societe Chimique Picardie SA PLC,Enterprise,Goods,Germany,prior customer,Medium,18 Months,Identity Server,Manager Level,Yes,No,No,Yes,17,110,68,46000
1449,General Distributors Inc PLC,SMB,Retail,Germany,prospect,Large,1 Month,CRM,Manager Level,Yes,No,Yes,No,19,48,147,17000
1450,General Distributors GmbH PLC,SMB,Apparel,Japan,prospect,Medium,18 Months,CRM,Manager Level,No,No,Yes,Yes,23,139,32,37000
1451,General Distributors Inc. PLC,Enterprise,Manufacturing,North America,current customer,Large,2 Years,Identity Server,C-Level,No,No,No,Yes,26,109,7,72000
1452,C.A.S. Computer Application Systems PLC,Fortune500,Retail,Germany,current customer,Large,1 Year,Application Server,C-Level,Yes,No,Yes,No,39,508,45,152000
1453,Aircraft Products PLC,Fortune500,Consumer Product,Germany,current customer,Big,1 Year,Database,C-Level,Yes,No,No,No,30,231,109,167000
1454,TALPA GmbH PLC,SMB,Consumer Product,India,prospect,Medium,6 Months,Analytics,C-Level,No,No,No,Yes,4,16,135,15000
1455,CompSmart Inc. PLC,Enterprise,Healthcare,Japan,prior customer,Large,6 Months,CRM,C-Level,No,No,No,No,23,188,41,61000
1456,J & P PLC,Enterprise,Retail,Italy,prior customer,Huge,1 Year,ERP,Manager Level,Yes,Yes,No,Yes,24,115,75,67000
1457,Motor Sports PLC,Enterprise,Retail,India,prospect,Big,6 Months,CRM,Manager Level,No,No,No,Yes,18,55,119,75000
1458,Caribbean Computer Supply Corp PLC,Fortune500,Apparel,Russia,current customer,Large,1 Year,Security,C-Level,Yes,No,Yes,No,16,484,29,183000
1459,Mansur Computers. Inc. PLC,Fortune500,Goods,North America,prospect,Large,6 Months,Database,Individual Contributor Level,Yes,No,Yes,Yes,10,85,113,37000
1460,Carbor GmbH PLC,Enterprise,Retail,China,prior customer,Big,18 Months,Identity Server,C-Level,No,Yes,Yes,Yes,6,52,95,38000
1461,SAPSOTA AG PLC,Fortune500,Retail,Japan,current customer,Medium,1 Year,Web Server,C-Level,Yes,No,Yes,No,41,473,26,135000
1462,SudaTech GmbH PLC,SMB,Goods,Russia,current customer,Small,6 Months,CRM,Manager Level,Yes,Yes,Yes,No,14,133,67,47000
1463,Etelko Textilien PLC,Fortune500,Goods,Japan,current customer,Big,1 Year,Portal,C-Level,Yes,No,Yes,Yes,45,244,26,128000
1464,COMPU Tech. AG PLC,Enterprise,Construction,China,prior customer,Medium,6 Months,ERP,C-Level,No,Yes,No,No,26,271,99,44000
1465,N.I.C. High Tech PLC,SMB,Goods,UK,prospect,Huge,6 Months,Database,C-Level,No,No,No,Yes,27,56,57,50000
1466,Jaspers Computers PLC,Enterprise,Healthcare,India,current customer,Huge,18 Months,CRM,C-Level,Yes,Yes,No,No,24,115,68,44000
1467,CompuMax GmbH PLC,SMB,Apparel,North America,prospect,Large,2 Years,ERP,Manager Level,No,Yes,Yes,Yes,4,93,43,41000
1468,PC-World Stuttgart KG PLC,Fortune500,Healthcare,Germany,current customer,Large,1 Year,Identity Server,C-Level,Yes,No,Yes,No,27,441,110,127000
1469,Alpha-Systems GmbH PLC,Enterprise,Healthcare,Russia,current customer,Big,6 Months,Portal,C-Level,Yes,No,No,Yes,27,273,56,48000
1470,S.C.T. Electro PLC,Enterprise,Construction,Russia,prior customer,Large,1 Month,Analytics,Manager Level,Yes,Yes,Yes,Yes,13,131,22,26000
1471,Bit Market PLC,SMB,Goods,Italy,prior customer,Small,6 Months,Identity Server,Individual Contributor Level,Yes,Yes,Yes,Yes,3,146,146,11000
1472,HTG Komponente GmbH PLC,Fortune500,Finserv,Italy,current customer,Big,1 Year,CRM,C-Level,Yes,No,Yes,Yes,33,197,75,174000
1473,Motomarkt Heidelberg GmbH PLC,Enterprise,Finserv,China,prior customer,Large,1 Month,ERP,Manager Level,Yes,Yes,Yes,Yes,15,146,123,56000
1474,Jashanmal International Trading Co PLC,Enterprise,Consumer Product,Japan,prior customer,Big,1 Month,Web Server,Individual Contributor Level,Yes,No,Yes,Yes,28,182,36,44000
1475,Adecom SA PLC,SMB,Healthcare,UK,prior customer,Medium,6 Months,Analytics,Manager Level,Yes,No,No,No,13,220,7,42000
1476,Bernardin SA PLC,Enterprise,Healthcare,India,prior customer,Huge,2 Years,ERP,C-Level,Yes,Yes,No,Yes,9,171,83,53000
1477,Miller & Son Trading Ltd. PLC,Enterprise,Finserv,Russia,current customer,Huge,1 Month,Web Server,C-Level,No,No,Yes,Yes,11,276,10,55000
1478,Norwegian Import & Export Group PLC,Fortune500,Manufacturing,France,current customer,Medium,1 Year,Analytics,C-Level,No,No,No,Yes,48,342,31,126000
1479,Thomas Bush Inc. PLC,Fortune500,High tech,UK,current customer,Medium,1 Year,Application Server,C-Level,Yes,Yes,No,Yes,42,511,107,147000
1480,Industrial Supplies Inc. PLC,Enterprise,Construction,Germany,current customer,Huge,1 Year,Security,C-Level,Yes,No,No,Yes,23,86,46,61000
1481,Live Insurance Inc. PLC,Enterprise,Retail,China,prior customer,Huge,18 Months,Security,Manager Level,No,Yes,Yes,No,5,249,10,48000
1482,Davis Integration System PLC,Enterprise,Manufacturing,China,prior customer,Small,1 Year,Security,C-Level,No,Yes,Yes,Yes,15,259,8,66000
1483,Insurance Company PLC,Enterprise,Goods,North America,prior customer,Medium,1 Year,Database,Manager Level,Yes,No,Yes,No,22,91,31,45000
1484,Candid International Technology PLC,SMB,High tech,India,prospect,Small,6 Months,Application Server,C-Level,Yes,Yes,Yes,No,24,45,21,18000
1485,C-Tech Corp PLC,SMB,Construction,Brazil,prospect,Big,1 Month,Application Server,C-Level,No,Yes,No,No,4,138,26,49000
1486,Mafor Software Service Corp. PLC,Fortune500,High tech,China,current customer,Medium,1 Year,ERP,C-Level,Yes,No,Yes,No,40,513,66,150000
1487,Cross Worlds Consulting PLC,SMB,Healthcare,Russia,prior customer,Medium,2 Years,Identity Server,Individual Contributor Level,No,Yes,Yes,No,2,120,90,33000
1488,Andyna and Dynana Laboratories Inc PLC,Enterprise,Consumer Product,Germany,prior customer,Big,1 Year,Web Server,Manager Level,No,Yes,Yes,Yes,27,105,145,34000
1489,Department of Defense PLC,Fortune500,Apparel,China,current customer,Small,1 Year,Application Server,C-Level,Yes,No,Yes,No,26,328,97,138000
1490,Palo Alto Airways Inc. PLC,Fortune500,Goods,China,current customer,Huge,1 Year,Application Server,C-Level,Yes,No,No,Yes,27,359,168,107000
1491,Hotel Alfonso Del Vida PLC,SMB,Consumer Product,India,prospect,Large,1 Year,CRM,Manager Level,No,No,Yes,No,6,43,79,48000
1492,La Quinta Hotel & Towers PLC,SMB,High tech,India,prior customer,Huge,1 Year,ERP,Manager Level,No,No,No,No,24,15,55,42000
1493,Rogier Golf Resort YY PLC,SMB,Healthcare,UK,prospect,Huge,1 Month,Portal,Manager Level,Yes,No,Yes,No,23,83,136,16000
1494,Media Store PLC,Enterprise,Apparel,North America,prior customer,Small,6 Months,Analytics,C-Level,Yes,Yes,No,No,7,152,26,55000
1495,ADCOM COMPUTER PLC,Enterprise,Goods,Brazil,current customer,Big,1 Year,Analytics,C-Level,Yes,Yes,Yes,No,27,270,70,61000
1496,ALPHA Center PLC,Enterprise,Healthcare,India,prior customer,Large,6 Months,Analytics,C-Level,No,No,No,No,15,260,5,70000
1497,Tidemann Electronics PLC,SMB,Retail,North America,current customer,Large,1 Year,Portal,C-Level,No,Yes,Yes,No,20,565,80,131000
1498,Ketiv Technologies PLC,SMB,Retail,China,current customer,Large,1 Year,Analytics,C-Level,No,Yes,No,Yes,38,279,177,172000
1499,Tornado Motorsport PLC,Fortune500,Goods,France,current customer,Medium,1 Year,Database,C-Level,Yes,No,No,Yes,20,507,71,156000
1500,Hotshot Racing PLC,SMB,Retail,China,prospect,Large,1 Month,Identity Server,Manager Level,Yes,Yes,No,Yes,22,60,40,40000
1501,Tornado Motorsports PLC,SMB,Retail,India,prior customer,Huge,18 Months,Database,Manager Level,No,Yes,Yes,Yes,25,26,12,30000
1502,Computer Specialists Inc. PLC,Enterprise,Construction,Brazil,current customer,Large,1 Year,CRM,C-Level,No,No,No,No,14,162,145,73000
1503,LES Sales Company PLC,Enterprise,Manufacturing,India,prior customer,Large,1 Year,Database,Individual Contributor Level,No,No,No,Yes,15,82,88,55000
1504,PH Monitor Corporation PLC,Enterprise,Goods,France,prior customer,Large,2 Years,ERP,Manager Level,No,Yes,No,No,18,94,59,50000
1505,CCS Industrial PLC,Fortune500,Consumer Product,Russia,prior customer,Big,1 Month,Analytics,C-Level,No,Yes,Yes,Yes,18,103,121,42000
1506,North Energy Ltd PLC,SMB,Apparel,Brazil,prospect,Small,1 Year,Web Server,Individual Contributor Level,No,No,No,No,31,81,71,28000
1507,Wallace Distribution PLC,Enterprise,Retail,Italy,prospect,Large,1 Month,Database,Individual Contributor Level,Yes,Yes,Yes,Yes,8,77,100,44000
1508,Powers & Company PLC,SMB,Retail,India,prior customer,Medium,18 Months,CRM,Individual Contributor Level,No,No,Yes,Yes,12,147,152,34000
1509,Thomas World Distribution PLC,SMB,High tech,North America,prospect,Huge,1 Month,Web Server,Individual Contributor Level,Yes,No,Yes,No,23,82,49,50000
1510,Company World Incorporated PLC,Fortune500,Healthcare,India,current customer,Huge,1 Year,CRM,C-Level,No,No,No,Yes,45,498,72,120000
1511,Compu Tech PLC,Enterprise,Goods,India,prior customer,Small,1 Month,Application Server,Manager Level,Yes,Yes,No,Yes,22,134,12,40000
1512,Alexander Inc. PLC,SMB,Consumer Product,Italy,prospect,Medium,1 Month,Database,C-Level,No,Yes,No,Yes,14,123,123,25000
1513,Karl Smith PLC,Fortune500,Retail,Germany,current customer,Medium,1 Year,CRM,C-Level,Yes,Yes,No,No,40,384,200,165000
1514,RIWA Headquarters PLC,Enterprise,Healthcare,UK,prior customer,Medium,18 Months,Security,Manager Level,Yes,No,No,No,22,82,85,74000
1515,RIWA Regional Storage Trenton PLC,Enterprise,Apparel,Russia,current customer,Medium,1 Year,ERP,C-Level,Yes,No,No,No,27,273,45,60000
1516,RIWA Regional Warehouse Denver PLC,Enterprise,Goods,Italy,prior customer,Large,1 Year,Application Server,C-Level,No,No,Yes,No,17,111,13,61000
1517,Inustrias Pacificas S.A. PLC,SMB,Goods,Russia,prospect,Small,6 Months,Security,Manager Level,No,No,Yes,Yes,12,140,48,45000
1518,Flatter & Asche AG PLC,Enterprise,Consumer Product,China,prior customer,Small,2 Years,Portal,C-Level,Yes,No,Yes,No,10,289,136,60000
1519,Andrew Sands PLC,Enterprise,Finserv,Japan,current customer,Small,18 Months,Security,C-Level,Yes,No,Yes,Yes,14,198,96,64000
1520,John Taylor PLC,Enterprise,Apparel,China,current customer,Medium,1 Year,CRM,C-Level,No,No,Yes,No,17,224,128,63000
1521,Zuber AG PLC,SMB,Retail,China,prospect,Large,2 Years,Web Server,Individual Contributor Level,No,No,Yes,No,4,26,90,29000
1522,Feuerwehr Tuning AG PLC,Enterprise,Healthcare,France,prior customer,Big,2 Years,Security,Manager Level,Yes,Yes,No,No,14,186,84,47000
1523,Walther Maschinenbau GmbH PLC,Enterprise,Apparel,Germany,prior customer,Huge,2 Years,Portal,C-Level,Yes,No,Yes,Yes,15,277,31,62000
1524,Einmalkunde PLC,SMB,Retail,China,prospect,Huge,6 Months,CRM,Manager Level,Yes,No,Yes,Yes,26,146,27,46000
1525,PR Electronics France PLC,SMB,Consumer Product,Germany,prospect,Large,1 Year,CRM,Manager Level,No,No,Yes,Yes,23,106,132,58000
1526,Global Industries PLC PLC,SMB,Healthcare,Russia,current customer,Huge,1 Year,Database,C-Level,Yes,Yes,No,No,32,450,152,139000
1527,Global Technologies PLC PLC,SMB,Goods,China,prospect,Huge,1 Month,CRM,Individual Contributor Level,Yes,Yes,Yes,No,16,72,98,27000
1528,The Wine Consignee Inc. PLC,Enterprise,Retail,China,prior customer,Large,6 Months,Application Server,Manager Level,Yes,Yes,Yes,Yes,23,263,148,50000
1529,BZ Wines Inc. PLC,SMB,Goods,Japan,prospect,Big,18 Months,Application Server,Individual Contributor Level,No,No,No,No,26,94,148,31000
1530,IDES US Inc. PLC,SMB,High tech,Germany,prospect,Large,1 Year,Portal,C-Level,No,Yes,Yes,No,6,146,48,43000
1531,Wal-Mart PLC,Enterprise,Construction,North America,prior customer,Small,18 Months,CRM,Manager Level,No,Yes,Yes,Yes,25,297,154,70000
1532,IDONWANAPAY  Stores PLC,SMB,Apparel,China,prospect,Small,1 Month,Identity Server,Individual Contributor Level,Yes,No,Yes,Yes,13,102,89,45000
1533,Super-Mart PLC,Enterprise,Manufacturing,China,prior customer,Large,2 Years,Security,C-Level,Yes,Yes,No,Yes,24,185,84,75000
1534,Krogertsens PLC,Enterprise,Healthcare,France,prospect,Large,1 Month,CRM,Individual Contributor Level,Yes,Yes,No,No,12,246,154,70000
1535,Mamoun Darkazanli PLC,Enterprise,Retail,UK,prospect,Large,1 Year,Web Server,Manager Level,No,No,Yes,No,21,288,14,72000
1536,Software Warehouse PLC,SMB,Apparel,North America,prior customer,Big,1 Year,Analytics,C-Level,Yes,No,Yes,No,29,47,133,38000
1537,Buying Unlimited PLC,Enterprise,Apparel,Germany,prior customer,Small,2 Years,Security,Manager Level,No,No,No,Yes,11,79,75,26000
1538,Gourmet Market PLC,Enterprise,Manufacturing,France,prior customer,Medium,1 Month,Identity Server,Manager Level,Yes,Yes,No,No,26,68,135,66000
1524,Einmalkunde PLC,Enterprise,High tech,China,current customer,Huge,6 Months,Portal,Manager Level,Yes,No,No,Yes,27,232,117,65000
1539,Muster Kunde PLC,SMB,Finserv,Japan,prospect,Small,6 Months,Application Server,Manager Level,Yes,Yes,No,Yes,27,131,62,35000
1540,Cliente 2 PLC,Enterprise,Apparel,France,prior customer,Large,6 Months,Security,Individual Contributor Level,Yes,No,No,No,10,163,155,56000
1541,Havers  Inc. PLC,SMB,Finserv,China,current customer,Big,18 Months,CRM,Manager Level,Yes,Yes,No,Yes,7,145,98,15000
1542,REMA Superstore PLC,SMB,Retail,Brazil,prospect,Big,6 Months,CRM,C-Level,Yes,No,No,Yes,29,67,83,48000
1543,06MegaStore PLC,SMB,Manufacturing,UK,prospect,Medium,1 Month,Identity Server,Individual Contributor Level,No,Yes,Yes,No,15,142,5,49000
1544,Carmella Credit PLC,Fortune500,High tech,Russia,current customer,Large,1 Year,Portal,C-Level,No,No,Yes,Yes,42,166,80,191000
1545,Havers Inc PLC,SMB,Manufacturing,France,prior customer,Small,6 Months,Security,C-Level,Yes,No,No,No,18,51,132,48000
1546,Cilox HiTech PLC,Fortune500,Goods,Germany,current customer,Huge,1 Year,Security,C-Level,No,Yes,Yes,Yes,22,459,147,144000
1547,Computer Systems PLC,Enterprise,High tech,Japan,prior customer,Big,1 Month,ERP,C-Level,Yes,Yes,Yes,Yes,19,294,33,66000
1548,Dynamic Industries PLC,SMB,Goods,Japan,current customer,Big,1 Month,Portal,Manager Level,No,No,Yes,Yes,9,47,147,32000
1549,Antipolis PLC,Fortune500,Construction,China,current customer,Huge,1 Year,Analytics,C-Level,Yes,No,Yes,No,16,566,138,166000
1550,Praxis Dr. M³ller PLC,Enterprise,Retail,Germany,prospect,Medium,6 Months,Security,Individual Contributor Level,Yes,Yes,Yes,Yes,20,70,147,34000
1551,Praxis Dr. Ernst & Dr. Weissing PLC,SMB,Apparel,France,prospect,Small,1 Month,Portal,Individual Contributor Level,No,Yes,No,Yes,19,84,61,22000
1552,Praxis Dr. Rot PLC,Enterprise,High tech,Germany,prior customer,Large,2 Years,Identity Server,Manager Level,No,No,Yes,Yes,13,196,27,67000
1553,Ernst Brinkmann KG PLC,SMB,Construction,Russia,prospect,Large,18 Months,ERP,Manager Level,No,Yes,Yes,Yes,19,92,30,50000
1554,Builders Depot PLC,Fortune500,Retail,Italy,current customer,Big,1 Year,Web Server,C-Level,No,No,No,Yes,35,252,96,113000
1555,Clinton Industries PLC,Enterprise,Finserv,Russia,prior customer,Large,1 Month,Portal,Manager Level,Yes,Yes,No,Yes,10,66,146,64000
1556,Thornbury Enterprises PLC,SMB,Construction,Russia,prior customer,Large,6 Months,Application Server,Manager Level,No,No,Yes,No,11,57,46,34000
1557,American Security Company PLC,SMB,Consumer Product,Italy,prior customer,Big,6 Months,Database,C-Level,No,No,No,No,7,166,93,61000
1558,Century Software.Com PLC,Enterprise,Construction,India,prior customer,Small,1 Year,CRM,Manager Level,Yes,No,Yes,Yes,10,279,89,36000
1559,Web Design Studio PLC,SMB,Construction,Italy,prospect,Small,6 Months,ERP,Individual Contributor Level,Yes,No,Yes,Yes,9,69,97,32000
1560,Titan Manufacturing PLC,SMB,Construction,Japan,prospect,Medium,6 Months,Analytics,C-Level,No,No,Yes,No,17,39,69,44000
